fips,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
48189,,,Drought,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,Drought,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,,,,,,,,,,,,,Wildfire,Drought,"Wind, Hail, or Lightning",,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Drought,,,,,,,,,,,,,,,Drought,,,,,,,Flooding,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",Hale
42105,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,,,,,,,,,,,Tornado or Funnel Cloud,,Tropical Storm,,,,Flooding,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Potter
36049,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,Lewis
42101,Snow Storms or Ice Storms,,,,,,,,,,Tornado or Funnel Cloud,,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,Flooding,,,,,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,,,Flooding,Flooding,,,,,,,,,,,Flooding,,,Flooding,Drought,,Drought,,,,,,,,,,,,,,,,,,Flooding,,,,,Snow Storms or Ice Storms,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,Tornado or Funnel Cloud,,,"Wind, Hail, or Lightning",,,,,,,,Philadelphia
48181,,,Drought,,,,,,,,,Drought,,,,,,,,,,Drought,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,Drought,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",Wildfire,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,"Wind, Hail, or Lightning",,,,,Drought,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,Flooding,,,,Flooding,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,Grayson
36047,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Flooding,,,Extreme Heat,Flooding,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,Tropical Storm,,,Flooding,Flooding,Flooding,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,Flooding,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Kings
48185,,,Drought,,,,,,,,,Drought,,,,,,,,,,Drought,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,Extreme Heat,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,Flooding,,Tornado or Funnel Cloud,Grimes
48187,,,Drought,,,,,,,,,,,,Flooding,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,Guadalupe
48167,,,Drought,,,,,,,,,Drought,,,Flooding,,,,,,,Drought,,,Tropical Storm,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,Flooding,Extreme Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,Flooding,"Wind, Hail, or Lightning",,Galveston
48165,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Gaines
48163,,,Drought,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,,,,,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,Frio
48161,,,Drought,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Tropical Storm,,,,,,,,,,,,,,Drought,,,,,,Tornado or Funnel Cloud,,,Wildfire,,,,,,Drought,,,,,,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,,Flooding,,,,,,,,,Freestone
38061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountrail
38063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nelson
38065,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver
48169,,,Drought,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,Drought,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,,,,,,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Flooding,Drought,,,,,,,,,,,,Snow Storms or Ice Storms,Drought,,,,,,,,,Wildfire,,,,,,Drought,,,,Flooding,,,Flooding,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Garza
20187,,,Drought,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,Wildfire,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,Stanton
20185,,,Drought,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,Stafford
20183,,,,,,,,,,,,,,,,,,,Flooding,,,Drought,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Flooding,Tornado or Funnel Cloud,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Snow Storms or Ice Storms,Extreme Heat,,,,,,,Flooding,Flooding,,,,,,,Drought,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,Drought,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",SMITH
20181,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,Drought,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,Drought,,,,,Tornado or Funnel Cloud,,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,Drought,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",Sherman
20189,,,Drought,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,Drought,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Stevens
41037,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,Wildfire,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE
40039,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Drought,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Drought,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,Tornado or Funnel Cloud,,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,Tornado or Funnel Cloud,,,Flooding,,,,,,,,,,,"Wind, Hail, or Lightning",,Custer
41035,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,Wildfire,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,KLAMATH
48231,,,Drought,,,,,,,,,Drought,,,Flooding,,,,"Wind, Hail, or Lightning",,,Drought,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,Tropical Storm,,Wildfire,Drought,,,,,,,Tornado or Funnel Cloud,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,Tropical Storm,,,,,,,,,,,,,Snow Storms or Ice Storms,Drought,,,Tornado or Funnel Cloud,,,"Wind, Hail, or Lightning",,,Wildfire,"Wind, Hail, or Lightning",,,,,Drought,,Tornado or Funnel Cloud,,,,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,Drought,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Hunt
13039,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,Tropical Storm,,,,,,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,CAMDEN
41031,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,Wildfire,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,JEFFERSON
40031,,,Extreme Heat,,,,,,,,,Extreme Heat,,,,,,,Tornado or Funnel Cloud,,,Drought,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning",Flooding,Flooding,,,,"Wind, Hail, or Lightning",,,,,,,Tornado or Funnel Cloud,,Comanche
40033,,,Extreme Heat,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cotton
40035,,,,,,,,,,,,,,,,,,,Flooding,,,,,"Wind, Hail, or Lightning",,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,Extreme Heat,,,,,,Flooding,,Flooding,,,,,Extreme Heat,,,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,Drought,,,,,,"Wind, Hail, or Lightning",,Flooding,,"Wind, Hail, or Lightning",,,,,Drought,,,,Tornado or Funnel Cloud,,,,,,,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Tornado or Funnel Cloud,,CRAIG
41039,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,Lane
40037,,,,,,,,,,,,Extreme Heat,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,Flooding,,,,,,,,,,Wildfire,Drought,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,Extreme Heat,,,,,,Flooding,Flooding,,,,,,Extreme Heat,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,Drought,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,Drought,,,,,,,,,,,,Tornado or Funnel Cloud,Flooding,,,,Flooding,,,,,,,Tornado or Funnel Cloud,,Creek
18057,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,Flooding,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Drought,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",Flooding,,,,,Tornado or Funnel Cloud,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Hamilton
18055,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,Flooding,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,Tornado or Funnel Cloud,,Flooding,,,Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,Greene
48095,,,,,,,,,,,,Drought,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,Snow Storms or Ice Storms,Drought,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",Concho
18053,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,Tornado or Funnel Cloud,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",Flooding,,,,,Tornado or Funnel Cloud,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,Grant
18051,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,Extreme Heat,,,,,,,Flooding,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Tornado or Funnel Cloud,,,Tornado or Funnel Cloud,,,,,,,Drought,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,,,,,,Gibson
18059,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,Flooding,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,Flooding,,,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Hancock
31163,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,Sherman
08107,,,,,,,,,,,,,,,,,,,,,,Wildfire,Wildfire,,,Drought,,,Wildfire,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Wildfire,Drought,,,,,,,,,,Drought,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,Wildfire,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTT
29017,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,Tornado or Funnel Cloud,,,,,Tornado or Funnel Cloud,,,,,Drought,,,,,,Extreme Heat,Flooding,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,Extreme Heat,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,Flooding,Tornado or Funnel Cloud,,,,,,,Drought,,,,,,,,,,,Extreme Heat,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,,,,,BOLLINGER
28019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,Tropical Storm,Tropical Storm,,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,Flooding,,,Flooding,,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,CHOCTAW
29015,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,Tornado or Funnel Cloud,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning","Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",BENTON
29013,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,Extreme Heat,,,,,,Extreme Heat,Tornado or Funnel Cloud,,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,Flooding,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,Bates
