fips,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
48397,,,Drought,,,,,,,,,Drought,,,,,,,,,,Drought,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Drought,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,,,Other,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,Rockwall
13207,,,,,,,,,,,,,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,Tropical Storm,Tropical Storm,Tropical Storm,,,Tropical Storm,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,,,,,,,Tropical Storm,Extreme Heat,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monroe
29039,,,,,,,,,,,,,,,,,,,,,,Drought,,Tornado or Funnel Cloud,,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,Tornado or Funnel Cloud,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,Flooding,,,Tornado or Funnel Cloud,,,,,,,,,,Flooding,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,Flooding,,,,,,,,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,Flooding,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,,,,"Wind, Hail, or Lightning",Cedar
13205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,Tropical Storm,Tropical Storm,,Tropical Storm,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",Drought,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitchell
13201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,Tropical Storm,Tropical Storm,,Tropical Storm,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Drought,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miller
30071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,Drought,,,,,,,,,Wildfire,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Phillips
13209,,,,,,,,Flooding,,,,,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,,,Tropical Storm,Tropical Storm,Tropical Storm,,,Tropical Storm,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Tropical Storm,Extreme Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montgomery
13169,,,,,,,,,,,,,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,Flooding,,,,,Tropical Storm,Tropical Storm,Tropical Storm,,"Wind, Hail, or Lightning",Tropical Storm,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Flooding,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,Tropical Storm,Extreme Heat,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jones
48249,,,,,,,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,Drought,,,,Wildfire,,,,,,,,,Drought,,,,,,,,,Wildfire,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,JIM WELLS
48247,,,,,,,,,,,,,,,,,,,,,,Drought,,,"Wind, Hail, or Lightning",Drought,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,Drought,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Hogg
48245,,,Drought,,,,,,,,,Drought,,,,,,,,,,Extreme Heat,,,Tropical Storm,,,,,Wildfire,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,Other,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Flooding,Tornado or Funnel Cloud,,,Flooding,Flooding,Flooding,Jefferson
48243,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,Cold Weather/Wind Chill or Freezing,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,Jeff Davis
48241,,,,,,,,,,,,,,,Flooding,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Wildfire,,,,,,"Wind, Hail, or Lightning",,,Wildfire,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,Flooding,,,,,Tornado or Funnel Cloud,,JASPER
48027,,,Drought,,,,,,,,,Drought,,,Flooding,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",Drought,,,,,,,,,Wildfire,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,Drought,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,Flooding,"Wind, Hail, or Lightning",,Bell
41047,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,Marion
45017,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,Flooding,,,,,,,,,,CALHOUN
41045,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALHEUR
45011,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,BARNWELL
41043,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,Linn
48021,,,Drought,,,,,,,,,,,,Flooding,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",Wildfire,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning",Flooding,Flooding,Wildfire,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Flooding,"Wind, Hail, or Lightning",Flooding,Bastrop
41041,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln
40063,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,Drought,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,Hughes
40061,,,,,,,,,,,,Drought,,,,,,,Tornado or Funnel Cloud,,,,,Tornado or Funnel Cloud,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,Wildfire,Drought,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,Extreme Heat,,,,,,Tornado or Funnel Cloud,,,,,,,Extreme Heat,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,Snow Storms or Ice Storms,Drought,,,,,,,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Flooding,,,,,Flooding,,,,,,,,,Haskell
45019,,,,,,,,Flooding,,,,Extreme Heat,,,,,,,,Drought,Tropical Storm,Drought,,,,Drought,,,,,,,,,,,,Tropical Storm,"Wind, Hail, or Lightning",,Tropical Storm,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Extreme Heat,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,Flooding,,"Wind, Hail, or Lightning",,,,,,,,CHARLESTON
48029,,,Drought,,,,,,,,,,,,Flooding,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Tornado or Funnel Cloud,,,,Extreme Heat,,,,,,,,,,,,,Drought,,,,,,,,,Wildfire,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,Flooding,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,Flooding,Flooding,"Wind, Hail, or Lightning",,Bexar
41049,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,Wildfire,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,Morrow
20007,,,Drought,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Tornado or Funnel Cloud,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,Barber
29089,,,,,,,,,,,,,,,,,,,,,,Drought,,Flooding,,,,,,,,Flooding,,,,,,,,,,Extreme Heat,,,,,,Extreme Heat,Tornado or Funnel Cloud,,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,Flooding,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Howard
20005,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,Tornado or Funnel Cloud,,,Extreme Heat,,"Wind, Hail, or Lightning",,,,,Flooding,,,,,,,,,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,,Flooding,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Atchison
26143,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Cold Weather/Wind Chill or Freezing,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,ROSCOMMON
20003,,,,,,,,,,,,,,,,,,,Flooding,,,Extreme Heat,,,,Drought,,,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Extreme Heat,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,Drought,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,Flooding,,Anderson
20001,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Extreme Heat,Tornado or Funnel Cloud,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,Snow Storms or Ice Storms,Drought,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Flooding,,ALLEN
13037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,Tropical Storm,,Tropical Storm,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calhoun
29081,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,Extreme Heat,,,,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,,,,,,Harrison
29083,,,,,,,Flooding,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,Flooding,,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,Extreme Heat,,,,,,Extreme Heat,Tornado or Funnel Cloud,,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Henry
13249,,,,,,,,,,,,,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,,,Tropical Storm,Tropical Storm,Tropical Storm,,"Wind, Hail, or Lightning",Tropical Storm,,,,,,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,Tropical Storm,Extreme Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Schley
20009,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Drought,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,Drought,,,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,,Drought,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,Drought,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,"Wind, Hail, or Lightning",BARTON
26145,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,,,,,Flooding,,,Cold Weather/Wind Chill or Freezing,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,SAGINAW
24019,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,Extreme Heat,Tornado or Funnel Cloud,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Dorchester
24015,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,Flooding,Flooding,,,,,,,,,,,Flooding,,,Flooding,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cecil
24017,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,Tropical Storm,,,,,Extreme Heat,Tornado or Funnel Cloud,,,,,,,,,Tropical Storm,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,Flooding,,,Flooding,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Charles
24011,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,,Drought,Tornado or Funnel Cloud,,,,,,,,,Tropical Storm,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Caroline
24013,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,Flooding,,,,,Extreme Heat,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,,,,Flooding,,,,,,,,CARROLL
13113,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,Tropical Storm,Tropical Storm,Tropical Storm,,Flooding,Tropical Storm,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,Tropical Storm,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,FAYETTE
37091,Snow Storms or Ice Storms,,,Tropical Storm,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Hertford
13111,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,,,Tropical Storm,Tropical Storm,Tropical Storm,,"Wind, Hail, or Lightning",Tropical Storm,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,Wildfire,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,Tropical Storm,Extreme Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,FANNIN
